cct_id,cct_city,cct_date,cct_card_type,cct_exp_type,cct_gender,cct_amount
418,"Ahmedabad, India",19-Nov-14,Platinum,Bills,F,243279
419,"Bengaluru, India",04-Apr-14,Platinum,Bills,F,243950
420,"Delhi, India",14-Apr-15,Silver,Bills,F,32548
421,"Delhi, India",09-Dec-13,Platinum,Bills,F,118126
422,"Greater Mumbai, India",30-Nov-13,Platinum,Bills,F,13325
423,"Greater Mumbai, India",16-Feb-14,Gold,Bills,F,295055
424,"Greater Mumbai, India",12-Jan-15,Platinum,Bills,F,64764
425,"Bengaluru, India",03-Feb-14,Platinum,Bills,F,174520
426,"Delhi, India",05-Nov-13,Signature,Bills,F,72763
427,"Greater Mumbai, India",27-Sep-14,Signature,Bills,F,269809
428,"Delhi, India",29-Jun-14,Silver,Bills,F,81145
429,"Ahmedabad, India",13-Jul-14,Silver,Bills,F,25948
430,"Greater Mumbai, India",23-Jan-15,Silver,Bills,F,120188
431,"Greater Mumbai, India",05-Dec-14,Signature,Bills,F,8259
432,"Delhi, India",15-Apr-14,Signature,Bills,F,285830
433,"Bengaluru, India",27-Apr-15,Gold,Bills,F,67039
434,"Ahmedabad, India",25-Jul-14,Gold,Bills,F,14370
435,"Ahmedabad, India",10-Oct-14,Platinum,Bills,F,54304
436,"Greater Mumbai, India",18-Oct-13,Gold,Bills,F,188856
437,"Ahmedabad, India",18-Jan-14,Gold,Bills,F,44635
438,"Greater Mumbai, India",22-Nov-13,Platinum,Bills,F,227273
439,"Delhi, India",26-Mar-14,Gold,Bills,F,234200
440,"Delhi, India",12-Dec-14,Signature,Bills,F,79053
441,"Greater Mumbai, India",01-Mar-15,Silver,Bills,F,49711
442,"Greater Mumbai, India",29-Oct-14,Signature,Bills,F,203463
443,"Bengaluru, India",29-Jul-14,Signature,Bills,F,196985
444,"Greater Mumbai, India",18-Apr-15,Gold,Bills,F,246457
445,"Delhi, India",05-Nov-13,Platinum,Bills,F,88344
446,"Bengaluru, India",27-Aug-14,Signature,Bills,F,167457
447,"Bengaluru, India",04-Mar-14,Gold,Bills,F,254598
448,"Delhi, India",27-Jan-14,Platinum,Bills,F,102486
449,"Greater Mumbai, India",18-Jan-14,Silver,Bills,F,159428
450,"Bengaluru, India",28-Jan-14,Platinum,Bills,F,296987
451,"Ahmedabad, India",06-Feb-15,Signature,Bills,F,89418
452,"Delhi, India",26-Feb-15,Signature,Bills,F,77247
453,"Bengaluru, India",24-Jan-14,Gold,Bills,F,66542
454,"Greater Mumbai, India",27-Nov-14,Silver,Bills,F,194526
455,"Bengaluru, India",16-Jul-14,Signature,Bills,F,178119
456,"Bengaluru, India",16-May-14,Gold,Bills,F,258653
457,"Delhi, India",02-Nov-14,Silver,Bills,F,97425
458,"Delhi, India",23-May-14,Gold,Bills,F,223185
459,"Greater Mumbai, India",28-Jan-15,Gold,Bills,F,224750
460,"Ahmedabad, India",17-Jan-14,Signature,Bills,F,103363
461,"Greater Mumbai, India",27-Nov-14,Platinum,Bills,F,49090
462,"Bengaluru, India",20-Nov-14,Platinum,Bills,F,140584
463,"Delhi, India",26-Jun-14,Platinum,Bills,F,61272
464,"Delhi, India",02-Jan-14,Silver,Bills,F,25200
465,"Greater Mumbai, India",09-Dec-13,Signature,Bills,F,249893
466,"Bengaluru, India",25-May-14,Gold,Bills,F,91325
467,"Greater Mumbai, India",14-Apr-14,Silver,Bills,F,81641
468,"Greater Mumbai, India",14-Apr-15,Platinum,Bills,F,267700
469,"Greater Mumbai, India",20-Nov-14,Silver,Food,F,193429
470,"Ahmedabad, India",22-Apr-14,Gold,Food,F,97674
471,"Bengaluru, India",08-Mar-14,Silver,Food,F,222579
472,"Bengaluru, India",19-Mar-15,Platinum,Food,F,194846
473,"Greater Mumbai, India",22-Feb-15,Signature,Food,F,62690
474,"Greater Mumbai, India",08-Feb-15,Signature,Food,F,225614
475,"Ahmedabad, India",20-Oct-13,Signature,Food,F,13879
476,"Ahmedabad, India",04-Feb-15,Gold,Food,F,279579
477,"Bengaluru, India",10-Sep-14,Gold,Food,F,253183
478,"Bengaluru, India",10-May-14,Signature,Food,F,183197
479,"Bengaluru, India",27-Aug-14,Gold,Food,F,260046
480,"Bengaluru, India",21-Jul-14,Gold,Food,F,95981
481,"Bengaluru, India",02-Mar-14,Gold,Food,F,157399
482,"Delhi, India",20-Feb-14,Signature,Food,F,140041
483,"Ahmedabad, India",05-Jan-14,Platinum,Food,F,288339
484,"Ahmedabad, India",02-Jan-14,Platinum,Food,F,49494
485,"Bengaluru, India",16-Apr-15,Platinum,Food,F,43954
486,"Bengaluru, India",30-Nov-13,Platinum,Food,F,35543
487,"Greater Mumbai, India",05-Jan-14,Signature,Food,F,12982
488,"Delhi, India",02-Apr-14,Platinum,Food,F,213140
489,"Greater Mumbai, India",22-Oct-13,Platinum,Food,F,95741
490,"Bengaluru, India",07-Dec-13,Platinum,Food,F,129144
491,"Ahmedabad, India",04-Mar-14,Gold,Food,F,115551
492,"Bengaluru, India",26-Apr-14,Gold,Food,F,57961
493,"Ahmedabad, India",04-Jan-15,Silver,Food,F,209527
494,"Ahmedabad, India",08-Jul-14,Gold,Food,F,15892
495,"Bengaluru, India",01-Dec-13,Signature,Food,F,155659
496,"Greater Mumbai, India",17-Jun-14,Silver,Food,F,246215
497,"Greater Mumbai, India",15-Oct-14,Signature,Food,F,149465
498,"Ahmedabad, India",22-Aug-14,Gold,Food,F,259694
499,"Delhi, India",23-Feb-14,Silver,Food,F,70009
500,"Greater Mumbai, India",05-Jan-15,Gold,Food,F,233391
501,"Ahmedabad, India",04-Aug-14,Silver,Food,F,35002
502,"Ahmedabad, India",18-Apr-15,Silver,Food,F,156519
503,"Bengaluru, India",22-Apr-14,Gold,Food,F,286786
504,"Bengaluru, India",18-Sep-14,Signature,Food,F,173244
505,"Bengaluru, India",31-Dec-14,Platinum,Food,F,195804
506,"Ahmedabad, India",09-Feb-15,Platinum,Food,F,162827
507,"Bengaluru, India",26-Jan-15,Signature,Food,F,20036
508,"Bengaluru, India",17-Jul-14,Signature,Food,F,266125
509,"Greater Mumbai, India",10-Mar-14,Signature,Food,F,156531
510,"Ahmedabad, India",20-Oct-14,Signature,Food,F,288673
511,"Ahmedabad, India",13-Oct-14,Signature,Food,F,67474
512,"Delhi, India",28-Sep-14,Platinum,Food,F,220674
513,"Greater Mumbai, India",24-Apr-14,Gold,Food,F,282988
514,"Bengaluru, India",24-Aug-14,Signature,Food,F,206308
515,"Bengaluru, India",27-Nov-14,Platinum,Food,F,243074
516,"Ahmedabad, India",04-Apr-15,Signature,Food,F,247181
517,"Greater Mumbai, India",08-Aug-14,Signature,Food,F,111842
518,"Delhi, India",23-Mar-15,Gold,Food,F,277079
519,"Delhi, India",28-Jan-15,Silver,Food,F,218638
520,"Ahmedabad, India",14-Nov-14,Gold,Food,F,152216
521,"Delhi, India",14-Apr-15,Signature,Food,F,42620
522,"Ahmedabad, India",12-Jan-14,Gold,Food,F,101639
523,"Greater Mumbai, India",02-Mar-14,Silver,Food,F,102966
524,"Bengaluru, India",10-Mar-15,Platinum,Food,F,127650
525,"Greater Mumbai, India",24-Jun-14,Platinum,Food,F,277737
526,"Bengaluru, India",19-Mar-15,Signature,Food,F,251805
527,"Ahmedabad, India",19-Feb-14,Signature,Food,F,288284
528,"Bengaluru, India",22-Oct-13,Gold,Food,F,125290
529,"Bengaluru, India",20-Aug-14,Silver,Food,F,166602
530,"Ahmedabad, India",14-Apr-14,Silver,Food,F,219097
531,"Bengaluru, India",26-Mar-15,Gold,Food,F,34082
532,"Bengaluru, India",08-May-14,Silver,Food,F,20573
533,"Bengaluru, India",28-Oct-13,Platinum,Food,F,245056
534,"Ahmedabad, India",20-Dec-13,Signature,Food,F,131847
535,"Delhi, India",16-Jan-15,Platinum,Food,F,276873
536,"Bengaluru, India",06-May-14,Silver,Food,F,138342
537,"Ahmedabad, India",09-Jan-15,Signature,Food,F,137292
538,"Ahmedabad, India",04-Mar-14,Signature,Food,F,147750
539,"Bengaluru, India",18-Oct-13,Signature,Food,F,2397
540,"Bengaluru, India",16-Jul-14,Gold,Food,F,31051
541,"Delhi, India",01-Oct-14,Signature,Food,F,55137
542,"Greater Mumbai, India",08-Nov-13,Gold,Food,F,136040
543,"Ahmedabad, India",08-Dec-14,Platinum,Food,F,181721
544,"Delhi, India",12-Mar-14,Signature,Food,F,81753
545,"Ahmedabad, India",28-Nov-14,Platinum,Food,F,266386
546,"Ahmedabad, India",03-May-15,Silver,Food,F,259008
547,"Greater Mumbai, India",10-Mar-15,Silver,Food,F,250995
548,"Delhi, India",06-Oct-14,Signature,Food,F,232155
549,"Greater Mumbai, India",13-Feb-14,Silver,Food,F,48012
550,"Delhi, India",01-Jan-15,Signature,Food,F,296543
551,"Greater Mumbai, India",25-Dec-14,Signature,Food,F,246893
552,"Ahmedabad, India",19-Mar-15,Platinum,Food,F,95807
553,"Ahmedabad, India",22-Aug-14,Platinum,Food,F,165278
554,"Ahmedabad, India",15-Aug-14,Silver,Food,F,191618
555,"Greater Mumbai, India",26-Apr-15,Silver,Food,F,159718
556,"Ahmedabad, India",28-Nov-14,Gold,Food,F,213552
557,"Greater Mumbai, India",03-May-15,Gold,Food,F,249061
558,"Delhi, India",24-Feb-14,Silver,Food,F,279377
559,"Delhi, India",19-Dec-14,Silver,Food,F,233694
560,"Bengaluru, India",21-Jun-14,Silver,Food,F,102362
561,"Bengaluru, India",10-Sep-14,Silver,Food,F,108296
562,"Bengaluru, India",13-Apr-15,Gold,Food,F,258275
563,"Bengaluru, India",21-Oct-14,Silver,Food,F,194260
564,"Bengaluru, India",12-Apr-15,Gold,Food,F,167903
565,"Ahmedabad, India",29-Jan-15,Silver,Food,F,128266
566,"Bengaluru, India",19-Jan-15,Signature,Food,F,268543
567,"Ahmedabad, India",17-Mar-14,Signature,Food,F,30653
568,"Greater Mumbai, India",01-Jan-15,Signature,Food,F,189981
569,"Delhi, India",28-Apr-15,Gold,Food,F,230325
570,"Greater Mumbai, India",13-Mar-15,Signature,Food,F,176871
571,"Greater Mumbai, India",09-Dec-14,Platinum,Food,F,171241
572,"Greater Mumbai, India",07-Mar-14,Silver,Food,F,91846
573,"Delhi, India",13-Nov-13,Silver,Food,F,162813
574,"Delhi, India",04-Nov-14,Silver,Food,F,28569
575,"Bengaluru, India",16-Nov-14,Silver,Food,F,231827
576,"Delhi, India",04-Mar-15,Silver,Food,F,281283
577,"Bengaluru, India",15-Oct-13,Silver,Food,F,291358
578,"Delhi, India",27-Jul-14,Signature,Food,F,288888
579,"Delhi, India",22-Nov-14,Gold,Food,F,283575
580,"Greater Mumbai, India",24-Jul-14,Silver,Food,F,132827
581,"Delhi, India",31-Aug-14,Silver,Food,F,200721
582,"Ahmedabad, India",12-Jan-14,Signature,Food,F,190220
583,"Ahmedabad, India",05-Feb-15,Signature,Food,F,265508
584,"Greater Mumbai, India",10-Dec-13,Platinum,Food,F,298838
585,"Greater Mumbai, India",12-Jan-14,Silver,Food,F,203106
586,"Ahmedabad, India",19-Oct-14,Platinum,Food,F,196647
587,"Delhi, India",05-Jan-15,Gold,Food,F,136602
588,"Greater Mumbai, India",24-Feb-14,Gold,Food,F,236980
589,"Greater Mumbai, India",23-Mar-14,Signature,Food,F,59121
590,"Bengaluru, India",07-Jan-14,Silver,Food,F,193944
591,"Greater Mumbai, India",13-Aug-14,Platinum,Food,F,109857
592,"Bengaluru, India",30-Oct-13,Signature,Food,F,57768
593,"Ahmedabad, India",02-Aug-14,Gold,Food,F,207196
594,"Ahmedabad, India",26-Aug-14,Platinum,Food,F,8056
595,"Ahmedabad, India",05-Jan-15,Platinum,Food,F,178478
596,"Bengaluru, India",02-Aug-14,Platinum,Food,F,246046
597,"Ahmedabad, India",29-Apr-14,Platinum,Food,F,192382
598,"Greater Mumbai, India",25-Oct-14,Gold,Food,F,19158
599,"Greater Mumbai, India",15-Dec-14,Platinum,Food,F,9552
600,"Delhi, India",15-Mar-15,Platinum,Food,F,276862
601,"Bengaluru, India",09-Nov-14,Silver,Food,F,147958
602,"Greater Mumbai, India",20-Sep-14,Gold,Food,F,151436
603,"Ahmedabad, India",26-Nov-14,Signature,Food,F,271595
604,"Bengaluru, India",27-Dec-14,Platinum,Food,F,8115
605,"Greater Mumbai, India",27-Jul-14,Silver,Food,F,73172
606,"Delhi, India",03-Sep-14,Signature,Food,F,196816
607,"Ahmedabad, India",16-Feb-14,Signature,Food,F,162829
608,"Bengaluru, India",17-Oct-13,Signature,Food,F,252669
609,"Ahmedabad, India",07-Feb-14,Gold,Food,F,54746
610,"Bengaluru, India",11-Nov-13,Platinum,Food,F,108079
611,"Ahmedabad, India",11-Mar-15,Platinum,Food,F,240804
612,"Ahmedabad, India",07-Mar-15,Silver,Food,F,11289
613,"Bengaluru, India",22-Nov-14,Silver,Food,F,127020
614,"Greater Mumbai, India",04-Apr-14,Signature,Food,F,114777
615,"Delhi, India",17-Jan-15,Platinum,Food,F,88003
616,"Delhi, India",23-Dec-14,Silver,Food,F,153154
617,"Bengaluru, India",16-Oct-14,Gold,Food,F,114863
618,"Bengaluru, India",18-Jul-14,Gold,Food,F,126912
619,"Bengaluru, India",04-Dec-13,Platinum,Food,F,12621
620,"Bengaluru, India",01-Sep-14,Silver,Food,F,248699
621,"Ahmedabad, India",12-Apr-15,Gold,Food,F,232388
622,"Delhi, India",09-Nov-13,Silver,Food,F,168039
623,"Delhi, India",04-Oct-13,Silver,Food,F,122944
624,"Bengaluru, India",19-May-14,Platinum,Food,F,171746
625,"Greater Mumbai, India",11-Aug-14,Platinum,Food,F,168495
626,"Ahmedabad, India",20-Sep-14,Signature,Food,F,252614
627,"Greater Mumbai, India",28-Apr-15,Platinum,Food,F,233161
628,"Greater Mumbai, India",17-Nov-13,Gold,Food,F,85459
629,"Ahmedabad, India",11-Mar-14,Signature,Food,F,156075
630,"Greater Mumbai, India",16-Jul-14,Signature,Food,F,161329
631,"Greater Mumbai, India",14-Jan-14,Gold,Food,F,183105
632,"Delhi, India",01-Nov-14,Signature,Food,F,252691
633,"Delhi, India",04-Apr-15,Gold,Food,F,221345
634,"Ahmedabad, India",04-Jun-14,Platinum,Food,F,131014
635,"Ahmedabad, India",28-Dec-13,Gold,Food,F,21571
636,"Greater Mumbai, India",16-Oct-13,Silver,Food,F,152307
637,"Greater Mumbai, India",11-Mar-15,Platinum,Food,F,193060
638,"Bengaluru, India",08-Jan-15,Silver,Food,F,133084
639,"Ahmedabad, India",08-May-14,Gold,Food,F,194361
640,"Ahmedabad, India",05-Sep-14,Silver,Food,F,286369
641,"Greater Mumbai, India",05-Dec-13,Silver,Food,F,294814
642,"Bengaluru, India",01-Oct-14,Gold,Food,F,276647
643,"Greater Mumbai, India",20-Dec-13,Signature,Food,F,269712
644,"Bengaluru, India",30-Dec-13,Silver,Food,F,167306
645,"Greater Mumbai, India",19-Nov-14,Silver,Food,F,102247
646,"Bengaluru, India",15-Oct-14,Platinum,Food,F,169677
647,"Greater Mumbai, India",09-Jul-14,Signature,Food,F,253586
648,"Delhi, India",27-Apr-14,Gold,Food,F,285567
649,"Ahmedabad, India",13-Oct-13,Signature,Food,F,155529
650,"Delhi, India",17-Nov-14,Platinum,Food,F,214039
651,"Greater Mumbai, India",04-Jan-15,Signature,Food,F,25392
652,"Ahmedabad, India",09-Mar-15,Platinum,Food,F,157972
653,"Greater Mumbai, India",15-Jun-14,Silver,Food,F,200754
654,"Delhi, India",22-Feb-14,Silver,Food,F,24981
655,"Delhi, India",10-Jun-14,Silver,Food,F,223418
656,"Bengaluru, India",06-Aug-14,Signature,Food,F,23309
657,"Bengaluru, India",04-Mar-14,Signature,Food,F,85771
658,"Delhi, India",30-Jan-15,Silver,Food,F,189297
659,"Greater Mumbai, India",15-Mar-14,Gold,Food,F,125003
660,"Ahmedabad, India",20-Feb-15,Silver,Food,F,226929
661,"Greater Mumbai, India",13-Feb-15,Silver,Food,F,176275
662,"Bengaluru, India",06-Feb-15,Platinum,Food,F,253338
663,"Ahmedabad, India",13-Jul-14,Signature,Food,F,213508
664,"Delhi, India",04-Jan-14,Platinum,Food,F,147766
665,"Bengaluru, India",25-Jul-14,Signature,Food,F,275085
666,"Ahmedabad, India",10-Nov-14,Platinum,Food,F,40010
667,"Ahmedabad, India",22-Nov-14,Signature,Food,F,66775
668,"Ahmedabad, India",25-Nov-14,Platinum,Food,F,292554
669,"Delhi, India",01-Nov-14,Platinum,Food,F,263104
670,"Delhi, India",29-Nov-14,Platinum,Food,F,154806
671,"Bengaluru, India",29-Jan-15,Gold,Food,F,129650
672,"Ahmedabad, India",16-Jan-15,Signature,Food,F,249446
673,"Bengaluru, India",09-Aug-14,Signature,Food,F,135794
674,"Ahmedabad, India",31-Aug-14,Platinum,Food,F,16468
675,"Greater Mumbai, India",17-Jan-14,Gold,Food,F,185621
676,"Delhi, India",17-Sep-14,Platinum,Food,F,279320
677,"Greater Mumbai, India",29-Dec-13,Platinum,Food,F,271787
678,"Ahmedabad, India",29-Oct-13,Silver,Food,F,64241
679,"Bengaluru, India",31-Mar-14,Platinum,Food,F,297737
680,"Bengaluru, India",29-Jun-14,Gold,Food,F,192039
681,"Delhi, India",12-Apr-15,Gold,Food,F,39866
682,"Bengaluru, India",22-Aug-14,Gold,Food,F,112782
683,"Delhi, India",17-Oct-13,Gold,Food,F,113433
684,"Greater Mumbai, India",16-May-15,Gold,Food,F,95081
685,"Bengaluru, India",13-Nov-13,Signature,Food,F,148769
686,"Ahmedabad, India",30-Dec-13,Gold,Food,F,161873
687,"Bengaluru, India",23-Feb-15,Gold,Food,F,225071
688,"Delhi, India",09-Mar-15,Gold,Food,F,260239
689,"Greater Mumbai, India",30-Mar-15,Gold,Food,F,161682
690,"Greater Mumbai, India",07-Nov-14,Signature,Food,F,59926
691,"Bengaluru, India",02-May-14,Platinum,Food,F,22964
692,"Greater Mumbai, India",14-Oct-13,Platinum,Food,F,48570
693,"Bengaluru, India",17-Oct-14,Silver,Food,F,52970
694,"Bengaluru, India",20-Feb-15,Platinum,Food,F,13160
695,"Ahmedabad, India",06-May-14,Gold,Food,F,295163
696,"Bengaluru, India",27-Apr-15,Silver,Food,F,158649
697,"Delhi, India",22-Oct-13,Platinum,Food,F,120780
698,"Bengaluru, India",06-Mar-15,Signature,Food,F,72366
699,"Greater Mumbai, India",24-Jan-15,Silver,Food,F,281805
700,"Bengaluru, India",01-Jun-14,Platinum,Food,F,197325
701,"Bengaluru, India",31-Dec-14,Platinum,Food,F,167243
702,"Delhi, India",30-Sep-14,Signature,Food,F,34451
703,"Ahmedabad, India",20-Sep-14,Gold,Food,F,30120
704,"Delhi, India",19-Nov-13,Silver,Food,F,189018
705,"Bengaluru, India",02-Nov-14,Silver,Food,F,237971
706,"Bengaluru, India",19-Apr-15,Gold,Food,F,71741
707,"Ahmedabad, India",30-Dec-13,Signature,Food,F,231370
708,"Greater Mumbai, India",01-May-15,Gold,Food,F,166896
709,"Delhi, India",09-Jul-14,Signature,Food,F,116086
710,"Delhi, India",25-Mar-14,Signature,Food,F,35506
711,"Ahmedabad, India",06-Feb-14,Signature,Food,F,247122
712,"Bengaluru, India",19-Oct-14,Platinum,Food,F,230876
713,"Bengaluru, India",04-Apr-15,Signature,Food,F,20358
714,"Delhi, India",24-May-15,Platinum,Food,F,162487
715,"Bengaluru, India",15-Apr-14,Signature,Food,F,245076
716,"Greater Mumbai, India",13-Aug-14,Silver,Food,F,217488
717,"Ahmedabad, India",09-Aug-14,Gold,Food,F,23818
718,"Bengaluru, India",07-Mar-15,Platinum,Food,F,298295
719,"Delhi, India",26-Mar-14,Signature,Food,F,264509
720,"Delhi, India",22-May-15,Platinum,Food,F,127526
721,"Greater Mumbai, India",26-Dec-13,Platinum,Food,F,158856
722,"Ahmedabad, India",01-Sep-14,Silver,Food,F,233893
723,"Delhi, India",14-Mar-14,Gold,Food,F,61388
724,"Delhi, India",30-Jan-14,Signature,Food,F,149081
725,"Ahmedabad, India",05-Apr-15,Gold,Food,F,103225
726,"Ahmedabad, India",10-Jan-15,Gold,Food,F,254211
727,"Delhi, India",20-Aug-14,Silver,Food,F,64034
728,"Bengaluru, India",04-Jun-14,Signature,Food,F,27479
729,"Greater Mumbai, India",15-Mar-14,Platinum,Food,F,175112
730,"Greater Mumbai, India",13-Jan-14,Platinum,Food,F,9001
731,"Bengaluru, India",03-Mar-14,Platinum,Food,F,115150
732,"Bengaluru, India",28-Mar-14,Gold,Food,F,15615
733,"Greater Mumbai, India",16-Jan-14,Gold,Food,F,56905
734,"Ahmedabad, India",07-Nov-14,Signature,Food,F,83916
735,"Delhi, India",06-May-15,Signature,Food,F,123754
736,"Greater Mumbai, India",16-Nov-14,Platinum,Food,F,81289
737,"Delhi, India",09-Apr-15,Gold,Food,F,70494
738,"Ahmedabad, India",23-Aug-14,Gold,Food,F,268849
739,"Delhi, India",23-Aug-14,Gold,Food,F,154645
740,"Ahmedabad, India",04-Apr-14,Gold,Food,F,187546
741,"Ahmedabad, India",01-Jan-15,Silver,Food,F,209232
742,"Bengaluru, India",12-Mar-14,Platinum,Food,F,9999
743,"Delhi, India",19-Feb-15,Platinum,Food,F,106503
744,"Ahmedabad, India",05-Feb-15,Platinum,Food,F,183105
745,"Bengaluru, India",28-Dec-13,Platinum,Food,F,14531
746,"Ahmedabad, India",01-Jan-15,Signature,Food,F,75187
747,"Delhi, India",10-May-15,Platinum,Food,F,241709
748,"Bengaluru, India",06-Oct-13,Gold,Food,F,41266
749,"Ahmedabad, India",13-Jan-15,Signature,Food,F,151734
750,"Delhi, India",23-Jul-14,Silver,Food,F,49249
751,"Ahmedabad, India",13-May-15,Silver,Food,F,7448
752,"Bengaluru, India",19-Mar-14,Silver,Food,F,38146
753,"Greater Mumbai, India",16-Sep-14,Silver,Food,F,130542
754,"Delhi, India",02-Sep-14,Silver,Food,F,267807
755,"Bengaluru, India",01-Aug-14,Silver,Food,F,205047
756,"Ahmedabad, India",23-Feb-14,Silver,Food,F,173596
757,"Greater Mumbai, India",01-Feb-15,Silver,Food,F,222368
758,"Bengaluru, India",29-Apr-15,Silver,Food,F,283399
759,"Bengaluru, India",10-Jan-15,Silver,Bills,F,291839
760,"Delhi, India",06-Apr-15,Silver,Food,F,222487
761,"Ahmedabad, India",11-Dec-13,Silver,Entertainment,F,236449
762,"Greater Mumbai, India",15-Oct-13,Silver,Food,F,152705
763,"Ahmedabad, India",26-Feb-14,Silver,Grocery,F,36575
764,"Bengaluru, India",06-May-14,Silver,Fuel,F,194493
765,"Delhi, India",03-Nov-14,Silver,Food,F,58116
766,"Delhi, India",12-Apr-15,Silver,Entertainment,F,179481
767,"Greater Mumbai, India",22-Feb-15,Silver,Food,F,205735
768,"Greater Mumbai, India",27-Dec-14,Silver,Fuel,F,249400
769,"Delhi, India",25-May-14,Silver,Grocery,F,213000
770,"Ahmedabad, India",28-Oct-13,Silver,Food,F,174245
771,"Delhi, India",01-Sep-14,Silver,Food,F,191860
772,"Delhi, India",17-Mar-14,Silver,Food,F,156171
773,"Greater Mumbai, India",08-Dec-13,Silver,Grocery,F,183633
774,"Bengaluru, India",03-May-14,Silver,Food,F,282970
775,"Greater Mumbai, India",29-Nov-13,Silver,Food,F,67213
776,"Greater Mumbai, India",27-Dec-13,Silver,Entertainment,F,299122
777,"Bengaluru, India",22-Oct-14,Silver,Entertainment,F,132237
778,"Ahmedabad, India",26-Apr-15,Silver,Entertainment,F,64149
779,"Bengaluru, India",24-May-15,Silver,Bills,F,106831
780,"Bengaluru, India",09-Jan-15,Silver,Bills,F,147225
781,"Bengaluru, India",15-Oct-14,Silver,Grocery,F,53822
782,"Ahmedabad, India",10-Oct-13,Silver,Food,F,74794
783,"Ahmedabad, India",12-Dec-13,Silver,Food,F,29985
784,"Greater Mumbai, India",18-Dec-14,Silver,Fuel,F,239856
785,"Greater Mumbai, India",02-Nov-14,Silver,Bills,F,168234
786,"Greater Mumbai, India",14-Apr-14,Silver,Fuel,F,10476
787,"Greater Mumbai, India",30-Nov-14,Silver,Bills,F,210425
788,"Ahmedabad, India",02-Nov-13,Silver,Grocery,F,171803
789,"Delhi, India",15-Jun-14,Silver,Fuel,F,31365
790,"Ahmedabad, India",04-Dec-14,Silver,Entertainment,F,231629
791,"Greater Mumbai, India",13-Dec-13,Silver,Bills,F,79856
792,"Ahmedabad, India",24-Oct-14,Silver,Food,F,129599
793,"Delhi, India",05-May-15,Silver,Grocery,F,177579
794,"Greater Mumbai, India",01-May-14,Silver,Grocery,F,230362
795,"Ahmedabad, India",11-Mar-15,Silver,Grocery,F,285777
796,"Bengaluru, India",03-Jul-14,Silver,Entertainment,F,213640
